company rank revenue profit num. of employees
Flowers_Foods 664 4330.8 206.2 8900
BlueLinx_Holdings 665 4277.2 296.1 2045
Palo_Alto_Networks 666 4256.1 -498.9 10473
Maximus 667 4254.5 291.2 35800
Dentsply_Sirona 668 4251 421 15000
Hub_Group 669 4232.4 171.5 4700
Bread_Financial_Holdings 670 4230 801 6000
Voya_Financial 670 4230 2126 5970
Weis_Markets 672 4224.4 108.8 24000
Century_Communities 673 4216.3 498.5 1600
Synopsys 674 4204.2 757.5 16361
Brink's 675 4200.2 105.2 73350
Lennox_International 676 4194.1 464 11000
Service_Corp._International 677 4143.1 802.9 20840
Conduent 678 4140 -28 60000
Timken 679 4132.9 369.1 18029
Domtar 680 4132 -27 6100
Bloomin'_Brands 681 4122.4 215.6 82000
CNO_Financial_Group 682 4122.2 441 3350
Snap 683 4117 -488 5661
Zoom_Video_Communications 684 4099.9 1375.6 6787
Patrick_Industries 685 4078.1 224.9 11000
Paychex 686 4056.8 1097.5 15000
Atlas_Air_Worldwide_Holdings 687 4030.8 493.3 4056
Bright_Health_Group 688 4029.4 -1184.9 3203
Peloton_Interactive 689 4021.8 -189 8662
Country_Financial 690 4016.2 419.2 3149
Qorvo 691 4015.3 733.6 8750
Catalent 692 3998 585 17300
Mercury_General 693 3993.4 247.9 4300
AMN_Healthcare_Services 694 3984.2 327.4 3800
Tri_Pointe_Homes 695 3982.2 469.3 1390
ArcBest 696 3980.1 213.5 14000
Toro 697 3959.6 409.9 10982
Spirit_AeroSystems_Holdings 698 3953 -540.8 16100
Align_Technology 699 3952.6 772 22540
loanDepot 700 3943.2 113.5 11307
APi_Group 701 3940 47 13300
American_Water_Works 702 3930 1263 6400
Matson 703 3925.3 927.4 4259
Diebold_Nixdorf 704 3905.2 -78.8 22000
Marriott_Vacations_Worldwide 705 3890 49 20300
Terex 706 3886.8 220.9 8600
Sally_Beauty_Holdings 707 3875 239.9 29000
Enovis 708 3854.3 71.7 16200
IAC 709 3845.1 597.5 13200
Meritor 710 3833 199 9600
Ventas 711 3828 49 434
GoDaddy 712 3815.7 242.3 6611
Regal_Rexnord 713 3810.3 209.9 30000
Puget_Energy 714 3805.7 260.8 3185
Clean_Harbors 715 3805.6 203.2 18300
Pinnacle_West_Capital 716 3803.8 618.7 5872
eXp_World_Holdings 717 3771.2 81.2 1669
Mueller_Industries 718 3769.3 468.5 5337
Wynn_Resorts 719 3763.7 -755.8 26950
RH 720 3758.8 688.5 6100
EPAM_Systems 721 3758.1 481.7 58824
M/I_Homes 722 3745.9 396.9 1657
Generac_Holdings 723 3737.2 550.5 9248
Mettler-Toledo_International 724 3717.9 769 16700
Abercrombie_&_Fitch 725 3712.8 263 19250
Teradyne 726 3702.9 1014.6 5900
American_Equity_Investment_Life_Holding 727 3689.5 474 850
Southwest_Gas_Holdings 728 3680.5 200.8 12720
Pitney_Bowes 729 3673.6 -1.4 11500
Lamb_Weston_Holdings 730 3670.9 317.8 7800
Alliant_Energy 731 3669 659 3313
Resolute_Forest_Products 732 3664 307 6900
Parsons 733 3660.8 64.1 15500
Trimble 734 3659.1 492.7 11931
OGE_Energy 735 3653.7 737.3 2185
Garrett_Motion 736 3633 124 7600
Winnebago_Industries 737 3629.8 281.9 6532
Ciena 738 3620.7 500.2 7205
PriceSmart 739 3619.9 98 10400
Advantage_Solutions 740 3602.3 54.5 45000
H&R_Block 741 3588.6 683.9 38000
iHeartMedia 742 3558.3 -159.2 9990
Super_Micro_Computer 743 3557.4 111.9 4155
Flowserve 744 3541.1 125.9 16000
Charles_River_Laboratories_International 745 3540.2 391 19300
A.O._Smith 746 3538.9 487.1 13700
Rithm_Capital 747 3533.1 772.2 12296
Medical_Mutual_of_Ohio 748 3514.8 78.3 2834
Granite_Construction 749 3501.9 10.1 2600
Valmont_Industries 750 3501.6 195.6 11041
Sprague_Resources 751 3498.2 -68.9 757
Primoris_Services 752 3497.6 115.6 10810
Cboe_Global_Markets 753 3494.8 529 1196
Carter's 754 3486.4 339.7 15900
TopBuild 755 3486.2 324 13006
SiteOne_Landscape_Supply 756 3475.7 238.4 5475
Texas_Roadhouse 757 3463.9 245.3 73300
Akamai_Technologies 758 3461.2 651.6 8700
Brown-Forman 759 3461 903 4700
Acuity_Brands 759 3461 306.3 13000
Navient 761 3454 717 5263
Coterra_Energy 762 3449 1158 936
Option_Care_Health 763 3438.6 139.9 6334
Floor_&_Decor_Holdings 764 3433.5 283.2 9276
Public_Storage 765 3415.8 1953.3 5800
Cabot 766 3409 250 4500
Crane_Holdings 767 3408 435.4 11000
Atmos_Energy 768 3407.5 665.6 4684
Selective_Insurance_Group 769 3379.2 403.8 2440
Take-Two_Interactive_Software 770 3372.8 588.9 6495
Boyd_Gaming 771 3369.8 463.8 15114
Plexus 772 3368.9 138.9 19200
ScanSource 773 3364.2 10.8 2200
Franchise_Group 774 3362.7 363.8 11895
NLV_Financial 775 3350.8 392.1 1157
CrossAmerica_Partners 776 3350.5 21.7 2218
Mr._Cooper_Group 777 3344 1454 8200
Fortinet 778 3342.2 606.8 10195
Brinker_International 779 3337.8 131.6 59491
Albemarle 780 3328 123.7 6000
Peabody_Energy 781 3318.3 360.1 4900
Light_&_Wonder 782 3310 371 5600
Evercore 783 3307.1 740.1 1940
Stewart_Information_Services 784 3305.8 323.2 7300
Central_Garden_&_Pet 785 3303.7 151.7 6750
GMS 786 3298.8 105.6 5843
H.B._Fuller 787 3278 161.4 6500
Middleby 788 3250.8 488.5 10624
Renewable_Energy_Group 789 3244.1 213.8 1196
MSC_Industrial_Direct 790 3243.2 216.9 6472
Vishay_Intertechnology 791 3240.5 298 22800
Applied_Industrial_Technologies 792 3235.9 144.8 5947
Lincoln_Electric_Holdings 793 3234.2 276.5 11000
First_Horizon 794 3234 999 7676
Spirit_Airlines 795 3230.8 -472.6 9823
AptarGroup 796 3227.2 244.1 13000
Citrix_Systems 797 3217.2 307.5 9700
IDEXX_Laboratories 798 3215.4 744.8 10350
Tetra_Tech 799 3213.5 232.8 21000
Lyft 800 3208.3 -1009.4 4453
Gannett 801 3208.1 -135 16300
ResMed 802 3196.8 474.5 7970
Designer_Brands 803 3196.6 154.5 13500
Graham_Holdings 804 3186 352.1 15048
Vroom 805 3184.3 -370.9 1807
Worthington_Industries 806 3171.4 723.8 9000
Calumet_Specialty_Products_Partners 807 3148 -260.1 1450
Xilinx 808 3147.6 646.5 4890
TransUnion 809 3145 1387.1 10200
Travel_+_Leisure 810 3134 308 16800
Topgolf_Callaway_Brands 811 3133.4 322 24800
Dycom_Industries 812 3130.5 48.6 15024
Columbia_Sportswear 813 3126.4 354.1 8325
Coherent 814 3105.9 297.6 22961
Change_Healthcare 815 3090.4 -112.2 15000
Grocery_Outlet_Holding 816 3079.6 62.3 875
AMC_Networks 817 3077.6 250.6 1883
Hyster-Yale_Materials_Handling 818 3075.7 -173 8100
ChampionX 819 3075 113.3 7000
Comfort_Systems_USA 820 3073.6 143.3 13200
EQT 821 3064.7 -1155.8 693
Brown_&_Brown 822 3051.4 587.1 12023
LGI_Homes 823 3050.1 429.6 952
Hyatt_Hotels 824 3028 -222 44000
Comerica 825 3024 1168 7442
Energizer_Holdings 826 3021.5 160.9 6000
Hill-Rom_Holdings 827 3018.7 248.5 10000
Rackspace_Technology 828 3009.5 -218.3 6600
Verisk_Analytics 829 2998.6 666.2 9367
Spectrum_Brands_Holdings 830 2998.1 189.6 12100
Euronet_Worldwide 831 2995.4 70.7 8800
TEGNA 832 2991.1 477 6200
Vontier 833 2990.7 413 8500
Cadence_Design_Systems 834 2988.2 696 9298
Incyte 835 2986.3 948.6 2094
Match_Group 836 2983.3 277.7 2520
Valvoline 837 2981 420 9800
EnerSys 838 2977.9 143.4 11400
Avaya_Holdings 839 2973 -13 8063
UWM_Holdings 840 2970.3 98.4 8000
Zions_Bancorp. 841 2970 1129 9685
Quad/Graphics 842 2960.4 37.8 15100
MKS_Instruments 843 2949.6 551.4 6200
Arista_Networks 844 2948 840.9 2993
Interactive_Brokers_Group 845 2938 308 2571
Range_Resources 846 2930.2 411.8 527
Atkore 847 2928 587.9 3700
Cheesecake_Factory 848 2927.5 72.4 45800
First_Solar 849 2923.4 468.7 4800
Bio-Rad_Laboratories 850 2922.5 4245.9 7900
Cooper_Cos. 851 2922.5 2944.7 12000
Envista_Holdings 852 2922.4 340.5 11200
Alight 853 2915 -60 16000
Newmark_Group 854 2906.4 750.7 6169
PC_Connection 855 2892.6 69.9 2542
Host_Hotels_&_Resorts 856 2890 -11 160
Boston_Properties 857 2888.6 505.2 743
Western_Midstream_Partners 858 2877.2 916.3 1127
Magellan_Midstream_Partners 859 2870.1 982 1715
Hillenbrand 860 2864.8 249.9 10500
Donaldson 861 2853.9 286.9 13100
Moog 862 2852 157.2 14000
Hawaiian_Electric_Industries 863 2850.4 246.2 3623
Five_Below 864 2848.4 278.8 13150
Twilio 865 2841.8 -949.9 7867
Univision_Communciations 866 2841 133.7 6545 
Annaly_Capital_Management 867 2836.2 2389.9 171
Fleetcor_Technologies 868 2833.7 839.5 9700
West_Pharmaceutical_Services 869 2831.6 661.8 10065
Green_Plains 870 2827.2 -66 859
Cracker_Barrel_Old_Country_Store 871 2821.4 254.5 70000
Virtu_Financial 872 2811.5 476.9 973
Teleflex 873 2809.6 485.4 14000
Zynga 874 2800.5 -104.2 2952
ATI 875 2799.8 -38.2 6300
AppLovin 876 2793.1 35.4 1594
Waters 877 2785.9 692.8 7800
Mutual_of_America_Life_Insurance 878 2784.8 50.7 1146
Hovnanian_Enterprises 879 2782.9 607.8 1784
Amica_Mutual_Insurance 880 2777.9 117.1 3510
Caleres 881 2777.6 137 7200
FTI_Consulting 882 2776.2 235 6780
Overstock.com 883 2773.8 389.4 1350
Visteon 884 2773 41 10000
G-III_Apparel_Group 885 2766.5 200.6 3250
ITT 886 2765 316.3 9900
IDEX 887 2764.8 449.4 7536
Popular 888 2764.8 934.9 8351
Roku 889 2764.6 242.4 3000
Schnitzer_Steel_Industries 890 2758.6 165.1 3167
Brookdale_Senior_Living 891 2758.3 -99.3 28545
Werner_Enterprises 892 2734.4 259.1 13525
Americold_Realty_Trust 893 2714.8 -30.5 16275
SkyWest 894 2713.5 111.9 15205
Primerica 895 2709.7 373.4 3170
McAfee 896 2701 849 2262
Nu_Skin_Enterprises 897 2695.7 147.3 19600
Copart 898 2692.5 936.5 8600
PROG_Holdings 899 2677.9 243.6 2023
Splunk 900 2673.7 -1339.1 7000
MRC_Global 901 2666 -14 2600
Stericycle 902 2646.9 -27.8 15465
Maxim_Integrated_Products 903 2632.5 827.3 7100
Ensign_Group 904 2627.5 194.7 25900
SM_Energy 905 2622.9 36.2 506
Kaiser_Aluminum 906 2622 -18.5 3957
Federated_Mutual_Insurance 907 2612.2 320.1 2702
F5 908 2603.4 331.2 6429
Steelcase 909 2596.2 26.1 11400
Encore_Wire 910 2592.7 541.4 1440
Guess 911 2591.6 171.4 12500
Playtika_Holding 912 2583 308.5 4000
Pinterest 913 2578 316.4 3225
WeWork 914 2570.1 -4439 4400
ManTech_International 915 2554 137 9800
BrightView_Holdings 916 2553.6 46.3 20150
NortonLifeLock 917 2552 554 2800
Deckers_Outdoor 918 2545.6 382.6 3400
Griffon 919 2541.7 79.2 6700
AMC_Entertainment_Holdings 920 2527.9 -1269.1 17122
Curtiss-Wright 921 2505.9 267.2 7800
MYR_Group 922 2498.3 85 7600
Kontoor_Brands 923 2475.9 195.4 14000
Liberty_Energy 924 2470.8 -179.2 3601
Knights_of_Columbus 925 2467.5 130.3 749
AdaptHealth 926 2465.1 156.2 10700
MillerKnoll 927 2465.1 173.1 7600
Equity_Residential 928 2464 1332.9 2400
DexCom 929 2448.5 154.7 6650
Rollins 930 2424.3 350.7 16482
Genesco 931 2422.1 114.9 11700
Bruker 932 2417.9 277.1 7765
Joann 933 2417.6 56.7 13530
Wolverine_World_Wide 934 2414.9 68.6 4400
Gray_Television 935 2413 90 8801
Affiliated_Managers_Group 936 2412.4 565.7 4050
Summit_Materials 937 2409.7 152.2 5500
SLM 938 2409.3 1160.5 1450
Belden 939 2408.1 63.9 7400
Allison_Transmission_Holdings 940 2402 442 3400
Element_Solutions 941 2399.8 203.3 5300
Portland_General_Electric 942 2396 244 2839
REV_Group 943 2380.8 44.4 6800
Acadia_Healthcare 944 2376.9 190.6 19200
Alexandria_Real_Estate_Equities 945 2373.6 571.2 559
Nordson 946 2362.2 454.4 6813
NewMarket 947 2356.1 190.9 2104
Ohio_National_Mutual 948 2346.5 -85.2 1082
Stepan 949 2346 137.8 2439
Valhi 950 2335.4 127.2 2847
Hilton_Grand_Vacations 951 2335 176 13000
Cooper-Standard_Holdings 952 2330.2 -322.8 21300
Etsy 953 2329.1 493.5 2402
Crocs 954 2313.4 725.7 5770
Olympic_Steel 955 2312.3 121.1 1642
Signature_Bank 956 2311.3 918.4 1854
SBA_Communications 957 2308.8 237.6 1596
Murphy_Oil 958 2300.1 -73.7 696
Entegris 959 2298.9 409.1 6850
AvalonBay_Communities 960 2294.9 1004.3 2883
Saia 961 2288.7 253.2 11600
E.W._Scripps 962 2283.5 122.7 5600
TTEC_Holdings 963 2273.1 141 65000
Sun_Communities 964 2272.6 380.2 5455
Alpha_Metallurgical_Resources 965 2258.6 288.8 3500
GEO_Group 966 2256.6 77.4 15800
Viasat 967 2256.1 3.7 5800
Benchmark_Electronics 968 2255.3 35.8 10900
Kar_Auction_Services 969 2251.6 66.5 8928
TTM_Technologies 970 2248.7 54.4 16100
Kirby 971 2246.7 -247 5125
Woodward 972 2245.8 208.6 7200
Clear_Channel_Outdoor_Holdings 973 2241.1 -433.8 4600
Spire 974 2235.5 271.7 3710
Vista_Outdoor 975 2225.5 266 5900
Surgery_Partners 976 2225.1 -70.9 9600
LHC_Group 977 2219.6 115.7 23000
Amedisys 978 2214.1 209.1 21000
Century_Aluminum 979 2212.5 -167.1 2512
Arch_Resources 980 2208 337.6 3303
Aerojet_Rocketdyne_Holdings 981 2188 143.7 5000
Sleep_Number 982 2184.9 153.7 5388
HNI 983 2184.4 59.8 8000
Pure_Storage 984 2180.8 -143.3 4200
TrueBlue 985 2173.6 61.6 6400
Party_City_Holdco 986 2171.1 -6.5 11450
Dun_&_Bradstreet_Holdings 987 2165.6 -71.7 6296
Dropbox 988 2157.9 335.8 2667
New_Jersey_Resources 989 2156.6 117.9 1251
Acushnet_Holdings 990 2147.9 178.9 6500
Harsco 991 2147 -3.2 12000
Beazer_Homes_USA 992 2140.3 122 1052
Chemed 993 2139.3 268.6 14137
Genesis_Energy 994 2125.5 -165.1 1898
BWX_Technologies 995 2124.1 305.9 6600
Vizio_Holding 996 2124 -39.4 800
1-800-Flowers.com 997 2122.2 118.7 4800
Cowen 998 2112.8 295.6 1534
Ashland 999 2111 220 4100
DocuSign 1000 2107.2 -70 7461
